ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
1593,Banjara Hills,Hyderabad,Sarvi Bakery,250.0,4.1,100.0,"Desserts,Fast Food,Bakery",Opposite Care Hospital Road 11 Banjara Hills,58
1609,Andheri East,Mumbai,Kung Fu Panda,600.0,4.3,100.0,Chinese  Thai  Asian,Marol,58
1617,Powai,Mumbai,Kosho,300.0,4.2,100.0,"Mughlai,North Indian,Chinese,Seafood,Italian",Chandivali,56
1884,Powai,Mumbai,Hakka Express,300.0,4.0,100.0,"Chinese,Asian,Thai",Narayan Plaza,48
2008,Indiranagar,Bangalore,The Brekkie Shop - All Day Menu,200.0,4.3,500.0,"British,Italian,Indian,Chinese,South Indian,North Indian,Desserts",1St Stage,57
2042,Aundh,Pune,Juice Destination,200.0,4.2,500.0,"Thalis,North Indian,Punjabi,Beverages",Iti Road Aundh,60
2047,Aundh,Pune,Hyderabadi Spice,400.0,4.2,1000.0,"Biryani,Mughlai,North Indian,Chinese",Parihar Chowk,58
2102,Aundh,Pune,Cafe Peterdonuts,400.0,4.1,50.0,"Continental,Desserts",Gaikwad Nagar,71
2312,Powai Area,Mumbai,The Punjabi'S Kitchen,500.0,4.4,500.0,North Indian,Guru Hargobindji Marg  Andheri East,65
2344,Ramgopalpet,Hyderabad,Aangan - Yatri Nivas,500.0,4.1,100.0,North Indian  South Indian,S P Road,66
2770,Kalasiguda,Hyderabad,Flavours Of Taj Mahal Hotel,300.0,4.2,1000.0,North Indian  Chinese  Desserts  Continental  South Indian,Sd Road,57
2776,Adarsh Nagar,Hyderabad,Ohri'S Eatmor,600.0,4.2,500.0,"Ice Cream,Beverages,Desserts,Chaat,Italian",New Mla Quarters,37
2777,Adarsh Nagar,Hyderabad,Ohri'S Ming'S Court,500.0,4.0,1000.0,Chinese,New Mla Quarters,39
2795,Himayatnagar,Hyderabad,Minerva Coffee Shop,500.0,,1000.0,"South Indian,North Indian,Chinese",Himayath Nagar Road,30
2811,Ashok Nagar,Bangalore,Art Of Delight,250.0,4.6,100.0,"Ice Cream,Desserts,Beverages",Residency Road,34
2820,Commercial Street,Bangalore,Khan Saheb Grills And Rolls,300.0,4.3,50.0,"Tandoor,Mughlai,North Indian,Kebabs",Kamaraj Road,39
2824,Richmond Town,Bangalore,Fanoos,300.0,4.2,500.0,"Biryani,Tandoor,Kebabs,Barbecue,Fast Food",Hosur Road,33
2827,Richmond Town,Bangalore,In Wok,500.0,4.3,100.0,Chinese,Richmond,44
2832,Ashok Nagar,Bangalore,Lakeview Milkbar,450.0,4.1,100.0,"Desserts,Ice Cream,Bakery,Fast Food",Mg Road,31
2839,Ashok Nagar,Bangalore,C Sharp Kitchen,300.0,2.9,80.0,"Chinese,Continental,Fast Food",Church Street,33
2843,Ashok Nagar,Bangalore,Tadka Singh,300.0,4.2,100.0,"Punjabi,North Indian",Church Street,38
2914,Ashok Nagar,Bangalore,Bheemas,550.0,,100.0,Andhra,Church Street,31
2915,Vasanth Nagar,Bangalore,Watson'S,450.0,2.9,80.0,Fast Food,1St Main Road,53
2964,Andheri East,Mumbai,Sai Leela,500.0,4.2,20.0,"Mughlai,North Indian,Chinese,Seafood",Andheri East,63
3007,Bhowanipore,Kolkata,Tandoori Darbar,500.0,4.4,100.0,"North Indian,Chinese,Tandoor,Biryani,Beverages,Desserts",Hazra Road,71
3010,Ballygunge,Kolkata,Ballygunge Dhaba,500.0,4.3,500.0,"North Indian,Biryani,Chinese",Ballygunge,59
3018,Gariahat,Kolkata,Tero Parbon,500.0,4.3,100.0,Bengali,Purna Das Road Hindustan Park,72
3020,Ballygunge,Kolkata,Wise Owl The Coffee Shop,700.0,4.3,100.0,"Continental,American,Cafe",Purnadas Road,76
3022,Gariahat,Kolkata,Aminia Restaurant- Golpark,500.0,4.3,1000.0,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Ballygunge Gardens,67
3025,Gariahat,Kolkata,Bedouin - Sher E Bengal,500.0,2.9,80.0,"North Indian,Chinese,Bengali",Gariahat Road Gariahat,70
3031,Ballygunge,Kolkata,Sharma Dhaba,300.0,4.2,1000.0,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,Ballygunge Circular Road  Ballygunge Maidan Camp  Ballygunge,54
3063,Indiranagar,Bangalore,Kund Indian Barbeque,200.0,4.2,100.0,"Mughlai,North Indian,Biryani,Kebabs,Desserts",1St Stage,58
3071,Bhowanipore,Kolkata,Jai Hind Dhaba,500.0,4.3,1000.0,"North Indian,Indian,Tandoor,Kebabs,Punjabi,Home Food,Chinese",Sarat Bose Road Paddapukur,60
3207,Pulikeshi Nagar,Bangalore,Pathaan Sir,300.0,4.2,100.0,Fast Food,Coles Road,47
3265,Indiranagar,Bangalore,Chaipatty,200.0,3.9,50.0,"Fast Food,Beverages,Pizzas,Street Food,Snacks",Hanumanthanagar,56
3324,Punjagutta,Hyderabad,Srikanya,250.0,4.1,1000.0,"Andhra,Seafood",Punjagutta Road,56
3326,Sion,Mumbai,Cafe Vrindavan,500.0,4.3,100.0,"North Indian,Chinese,South Indian",Sion Station,42
3329,Mumbai,Mumbai,Ramdeo,450.0,4.0,500.0,"North Indian,Chinese,South Indian,Fast Food",Sion Station,44
3331,Mumbai,Mumbai,Shabari,400.0,3.9,100.0,"North Indian,South Indian,Fast Food",Sion West,48
3332,Rajajinagar,Bangalore,The Purple Pan,400.0,4.1,1000.0,"Mughlai,North Indian,Chinese,Arabian",Dr. Rajkumar Road,56
3350,Pulikeshi Nagar,Bangalore,Moriz Nano,500.0,2.9,80.0,"North Indian,Chinese,Biryani,Seafood",Lakeview,50
3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000.0,"American,Desserts,Continental,Italian",St. Marks Road,29
3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000.0,"Italian,Chinese,Thai",Golpark,69
3454,Koramangala,Bangalore,Lazeez,500.0,4.2,500.0,"North Indian,Mughlai",5Th Block,55
3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100.0,"Lebanese,North Indian,Afghani,Mughlai,Combo,Biryani,Kebabs,Mediterranean,Arabian,Middle Eastern,Desserts",Fc Road,46
3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500.0,"Sweets,Bakery,Desserts,Fast Food,Street Food,Chaat",Road No 2,65
3813,Gariahat,Kolkata,Kimli,600.0,4.4,100.0,"Chinese,Seafood",Purnadas Road,69
3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80.0,"Desserts,Continental,Fast Food",Fc Road,39
3855,Koregaon Park,Pune,Uncle'S Chinese,350.0,4.1,1000.0,"Chinese,Thai,Malaysian",Koregaon Park,55
3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50.0,"North Indian,Chinese,Biryani",Rv Road,51
3914,Karkhana,Hyderabad,Oh So Stoned,300.0,3.9,100.0,Ice Cream  Desserts,Vikrampuri Colony,68
4051,Kothrud,Pune,Zest Cafe Bar,250.0,4.2,20.0,"Chinese,Fast Food",Ideal Chambers  Kothrud,57
4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100.0,"Lebanese,Fast Food,Snacks,Arabian",Koregaon Park,51
4086,Kothrud,Pune,Rushhrs,250.0,4.3,100.0,"Salads,Healthy Food",Karishma Housing Society,46
4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500.0,"Biryani,Mughlai,North Indian,Chinese",Karve Road,35
4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000.0,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Abids Road,24
4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500.0,Chinese  Italian  Desserts  Bakery  Fast Food,Dilsukhnagar Main Road,39
4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",Alkapuri X Roads,67
4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",L B Nagar,70
4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100.0,"Biryani,Chinese,North Indian,South Indian",Lakshmi Nagar Colony,52
4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000.0,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Narayanguda,25
4338,Fc Road,Pune,The Burger Barn Cafe,300.0,4.1,100.0,"American,Fast Food",Ghole Road,46
4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80.0,Pastas  Beverages  Fast Food,Park Street,60
4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000.0,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Park Street,52
4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100.0,"North Indian,Chinese,South Indian,Fast Food",Sector 1,70
4587,Bidhannagar,Kolkata,Ranjan'S,200.0,4.2,100.0,"North Indian,Chinese",Sector 3,56
4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000.0,"North Indian,Punjabi,Biryani",Sector 1,59
4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50.0,"Combo,Chinese,Continental,Italian,Fast Food,Mexican",Sector 1,68
4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000.0,"Biryani,North Indian,Chinese",Rtc X Roads,34
4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000.0,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",Rtc X Roads,27
4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20.0,"Italian,Pizzas,Fast Food,Beverages,Desserts",O.U Road,48
4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500.0,"Mughlai,North Indian,Chinese,Seafood",Tilaknagar,45
4781,Himayatnagar,Hyderabad,Bluedragon By Mandilicious,300.0,4.2,20.0,Chinese,Himayathnagar,34
4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20.0,"Ice Cream,Pizzas,Fast Food,Beverages,Desserts",O.U Road,43
4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",Road No 12,62
4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100.0,"Italian,Pizzas,Fast Food",Karvenagar,52
4853,Domlur,Bangalore,Venus Biryani,200.0,4.1,500.0,Biryani,3Rd Cross,49
4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20.0,Chinese  Thai  Fast Food,Jb Nagar  Andheri East,55
5139,Shivajinagar,Pune,Smokin' Joe'S,400.0,4.0,50.0,"American,Fast Food",Jm Road,35
5150,Mohammed Wadi,Pune,Chai - The Way You Like It,250.0,4.0,50.0,Fast Food,Salunkhe Vihar Road,73
5208,Paschim Vihar,Delhi,Deli 63,400.0,2.9,80.0,"Street Food,Fast Food",Punjabi Bagh,60
5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100.0,"Mughlai,North Indian,Chinese,Fast Food",Malleshwaram,53
5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250.0,4.7,1000.0,"Ice Cream,Desserts",Residency Road,31
5251,Kalighat,Kolkata,Bachan'S Dhaba,250.0,4.3,5000.0,"North Indian,Chinese",Near Kalighat Metro Rash Behari Avenue,61
5285,Lakdikapul,Hyderabad,Chicha'S,200.0,,500.0,"Biryani,Hyderabadi,Indian,Street Food",P & T Officers Colony,40
5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100.0,"North Indian,Fast Food,Biryani,Cafe,Snacks,Beverages,Bakery",Shivajinagar,35
5408,Camp,Pune,George Restaurant,600.0,4.3,1000.0,"North Indian,Chinese,Biryani,Mughlai,Parsi,Fast Food",East Street,33
5496,Camp,Pune,Marzorin,200.0,4.4,1000.0,"Fast Food,Bakery,Beverages,Snacks,Desserts",Mg Road,33
5504,Antop Hill,Mumbai,Monica Chinese Fast Food,350.0,3.9,50.0,Chinese,Antop Hill,57
5549,New Tippasandra,Bangalore,Dal Roti Sabji,150.0,4.5,100.0,North Indian,80Ft Road,54
5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100.0,"North Indian,Chinese,Continental,Mughlai",Cunnigham Road,44
5596,Vasanth Nagar,Bangalore,Dolci Desserts,600.0,4.5,50.0,"Desserts,Pastas",Cunnigham Road,40
5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100.0,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Fc Road,35
5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100.0,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Bandra Area,48
5743,Bhawani Peth,Pune,Madinah,200.0,4.0,500.0,"Mughlai,North Indian,Chinese,Biryani",Poona College,34
5862,Basheer Bagh,Hyderabad,Meghacity,500.0,4.4,1000.0,"North Indian,Chinese",Basheerbagh X Road,32
5878,Kalyani Nagar,Pune,Salad Grills,300.0,4.3,100.0,"Healthy Food,Salads,Fast Food,Continental,North Indian,Chinese",Hermes Parai,63
5893,Shankarapura,Bangalore,Polar Bear,300.0,4.5,100.0,"Desserts,Fast Food",Vv Puram,38
5916,Sivanchetti Gardens,Bangalore,Carnival De Goa,500.0,4.1,100.0,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",Kensington Point,48
5989,Elgin,Kolkata,The Rouge,400.0,4.4,50.0,Desserts  Bakery,Near Bishop'S College  Kolkata,51
5994,Bidhannagar,Kolkata,The Darjeeling,500.0,4.0,100.0,"Chinese,Nepalese,Tibetan",Near City Centre 1,73
6075,Paschim Vihar,Delhi,London Grill Co,500.0,4.0,1000.0,"American,Healthy Food,Fast Food,Continental,Salads,Beverages,Desserts",Paschim Vihar,50
6328,Mumbai,Mumbai,Mughal Fusions,300.0,3.9,100.0,"Mughlai,North Indian,Chinese,Seafood",Lbs Marg,38
6329,Kurla West,Mumbai,Mughal Darbaar,300.0,3.7,500.0,"Mughlai,North Indian,Chinese,Seafood",Lbs Marg,40
6345,Teynampet,Chennai,Amaravathi,650.0,4.2,100.0,"Indian,Chinese,Andhra,Tandoor",Cathedral Road,53
6358,Nandanam,Chennai,Eatalica,500.0,4.5,100.0,"Italian,American",Ra Puram,69
6493,Rajajinagar,Bangalore,Kudla Beach,400.0,3.9,20.0,"North Indian,Chinese,Seafood,South Indian",Dr. Rajkumar Road,59
6518,Langford Gardens,Bangalore,Rolls Kitchen,200.0,4.4,500.0,Fast Food,Shanthi Nagar,35
6577,Punjagutta,Hyderabad,Zyqa Restaurant,200.0,4.0,500.0,"North Indian,Biryani,Chinese",Punjagutta,55
6585,Himayatnagar,Hyderabad,Sahara Bakers,200.0,3.8,500.0,"Bakery,Pizzas",Chikadpally,34
6663,Kurla West,Mumbai,Mughal Dhaba,500.0,4.0,20.0,"Mughlai,North Indian,Chinese",Lbs Marg Kurla West,36
6723,Deccan Gymkhana,Pune,Spring Onion,500.0,4.3,100.0,"Chinese,Thai,Pan-Asian,Seafood",Bhandarkar Road,39
6745,Koti,Hyderabad,Tibbs Frankie,150.0,4.3,100.0,Snacks,Hanuman Tekdi Road,29
6775,Kalighat,Kolkata,Petuk,350.0,4.0,20.0,"Mughlai,Chinese,Fast Food",Near Sujata Sadan Theater Hazra,70
6850,Malleshwaram,Bangalore,Shanthi Sagar Grand,200.0,4.0,100.0,"North Indian,South Indian,Fast Food",Sampige Road,57
6851,Abids,Hyderabad,Agrawala Sweets,250.0,4.3,100.0,"Sweets,Fast Food",Jn Road,27
6917,Powai,Mumbai,Eagle Boys Pizza,600.0,3.7,100.0,Pizzas  Fast Food,Chandivali,56
6924,Richmond Town,Bangalore,Freshmenu,250.0,4.1,1000.0,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas",Aga Abdullah Street,38
7002,Himayatnagar,Hyderabad,Angaara,250.0,,100.0,"Indian,Chinese,Tandoor",Street 4,33
7199,Bidhannagar,Kolkata,Afraa Deli-Sector 1,700.0,4.3,50.0,"Continental,Fast Food,Italian,Beverages",Sector 1,67
7412,Khairtabad,Hyderabad,Paradise Biryani,400.0,3.9,100.0,Biryani  North Indian  Chinese,Imax Road,48
7415,Aundh,Pune,Delhi Kitchen,300.0,4.0,100.0,"Tandoor,North Indian,Biryani,Beverages,Desserts",Dp Road,69
7626,Vishnu Garden,Delhi,Sethi Restaurant,300.0,4.0,1000.0,North Indian,Pacific Mall,63
7674,Beleghata,Kolkata,Mama Mia! - Italian Ice Creams,200.0,4.7,100.0,Ice Cream Cakes  Desserts  Bakery  Sweets  Beverages,Beleghata,34
7689,Lake Town,Kolkata,Buddha Bites-Jessore Road,300.0,3.7,1000.0,"Chinese,Asian,Fast Food,Snacks,Tibetan",Jessore Road,74
7776,Gopalapuram,Chennai,The Kati Roll Shop,250.0,4.3,1000.0,Street Food,Cathedral Road,52
7828,Mylapore,Chennai,Kaaraikudi,500.0,3.6,100.0,Chettinad,Dr Radhakrishnan Salai,57
7898,Golpark,Kolkata,Crossroad Crystal - Golpark,350.0,4.1,50.0,"Indian,Chinese,Bengali",Golpark,71
7940,Andheri East,Mumbai,99 East,300.0,,80.0,North Indian  Chinese  Seafood,Andheri East,57
8009,Pashan,Pune,Saffron Multicuisine,400.0,4.5,20.0,"Mughlai,North Indian,Chinese,Seafood,Tandoor",Orange County Baner Pashan Link Road,68
8040,South Kolkata,Kolkata,Second House,500.0,2.9,80.0,"North Indian,Chinese,Kebabs,Biryani,Mughlai",Southern Avenue,84
8093,Punjagutta,Hyderabad,Akson Restaurant,250.0,4.3,1000.0,"North Indian,Biryani,Kerala",Panjagutta Road,53
8175,Paschim Vihar,Delhi,Chawla Kitchen,500.0,3.8,500.0,"Chinese,Mughlai,Indian,Snacks,Popular Brand Store,Fast Food",Punjabi Bagh,48
8205,Habsiguda,Hyderabad,Taste Of India,600.0,4.2,20.0,"North Indian,Chinese,Continental",Habsiguda Main Road,67
8213,Uppal,Hyderabad,Crunchy'S,150.0,3.8,20.0,"Italian,American",Uppal Ring Road,72
8241,Indiranagar,Bangalore,Paris Panini - French Street Food,450.0,4.4,1000.0,"French,Street Food",Hal 3Rd Stage,57
8272,Alwarpet,Chennai,Ashvita Bistro,500.0,4.1,20.0,"Continental,Asian",Alwarpet,69
8275,Alwarpet,Chennai,Gogo Momo,350.0,4.2,50.0,Chinese,Bava Road,65
8323,Punjabi Bagh,Delhi,Blue Water Grille,600.0,3.9,100.0,"North Indian,Chinese,Continental,Fast Food",Punjabi Bagh,68
8469,Kasba,Kolkata,Sheerazi,350.0,4.3,50.0,"North Indian,Chinese",Kasba,68
8501,Alwarpet,Chennai,Dhabba Express,500.0,4.0,100.0,"Punjabi,North Indian,Chinese",Cenotaph Road,62
8587,Barabazar Market,Kolkata,Royal Indian Hotel,450.0,4.3,1000.0,"North Indian,Biryani,Mughlai",Rabindra Sarani,36
8687,Manicktala,Kolkata,Urbans Cafe,350.0,4.2,20.0,"Chinese,Mexican,Continental",Near Balika Shiksha Sadan,46
8688,Punjagutta,Hyderabad,Friends Shawarma,200.0,4.3,100.0,Lebanese,Road No 3,61
8698,Maniktala,Kolkata,New Paul Dhaba,400.0,3.9,1000.0,"North Indian,Chinese",Maniktala,42
8708,Esplanade,Kolkata,Lazzat,300.0,4.1,100.0,Chinese,Pearl Road Lower Range Beck Bagan,50
8751,Kankurgachi,Kolkata,Caafe 360 Degree- Kakurgachi,500.0,3.9,100.0,"Italian,Chinese",C.I.T. Road,59
8766,Ashok Nagar,Bangalore,Beijing Bites,450.0,4.2,500.0,Chinese,Richmond Road,33
8856,Thousand Lights,Chennai,Ox & Tomato,500.0,4.4,50.0,"Italian,Pizzas,Pastas,Desserts,Continental,Salads",Opp To Ather Bike Showroom,55
8894,Mylapore,Chennai,Fresh Baked Goodness,250.0,4.7,500.0,Bakery,Mylapore,63
8912,Taltala,Kolkata,Subway,350.0,4.3,500.0,Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages,Park Street,49
9014,West Marredpally,Hyderabad,Triple A Bakery,100.0,3.9,100.0,Italian  Bakery,West Marredpally Road,70
9035,Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),200.0,4.1,100.0,"Chinese,Thai,Pan-Asian,Oriental,Beverages,Snacks,Seafood,Mughlai,Tibetan,Combo,European,Turkish,Asian,British,Salads,German",Andheri East,48
9052,Santacruz East,Mumbai,Subway,350.0,4.4,500.0,"Fast Food,Salads,Snacks,Desserts,Beverages",Central Plaza Kalina,29
9058,Thousand Lights,Chennai,Sandy'S,700.0,4.3,500.0,"Desserts,Continental",Wallace Garden,54
9104,Vasanth Nagar,Bangalore,Rolls On Wheels,300.0,4.3,100.0,Fast Food,Cunnigham Road,38
9127,Nungambakkam,Chennai,Eatza Pizza,600.0,4.1,20.0,"Italian,Pizzas",Nugambakkam,58
9215,Bidhannagar,Kolkata,Veg Dhaba,100.0,4.0,100.0,"North Indian,Indian,Combo,Chinese,Healthy Food",Salt Lake,58
9235,Kasba,Kolkata,Glace Patisserie,250.0,4.4,100.0,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas",Near Bondel Road Shitala Mandir,68
9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250.0,4.4,100.0,"Bengali,North Indian,Biryani,Street Food",Gopalapuram,55
9292,Murad Nagar,Hyderabad,Food Zone 2,300.0,4.0,500.0,"Mughlai,Chinese,Tandoor",Guddimmalkapur Road,46
9304,Redhills,Hyderabad,Rayalaseema Ruchulu,450.0,4.0,500.0,"South Indian,Biryani,Rayalaseema",Lakdikapul,39
9317,Andheri East,Mumbai,Food Rush,550.0,4.0,500.0,"Mughlai,North Indian,Chinese",Andheri East,52
9344,Vadapalani,Chennai,King Sandwich,200.0,4.3,100.0,Fast Food,Kodambakkam,71
9368,Alwarpet,Chennai,Sachin Ka Dhabba,500.0,4.1,50.0,"Punjabi,North Indian,Chinese",Cenetoph Road,69
9371,Mohammed Wadi,Pune,Big Daddy'S,250.0,4.1,,"Fast Food,American,Italian,Beverages",Nibm Road,70
9390,Garfa,Kolkata,Maa Trinayani,200.0,4.2,100.0,"Mughlai,Indian,Chinese,Biryani",Near Lakhan Kuthir,88
9415,Ashok Nagar,Bangalore,Smoor,300.0,4.3,100.0,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American",1Mg Road,49
9454,Kothrud,Pune,Cafe Eastwood,700.0,4.4,50.0,"North Indian,Continental",Chintamani Pride Near Citypride,58
9476,Kondhwa,Pune,Jazz Pizza,300.0,3.9,20.0,"Italian,Pizzas,Fast Food",Nibm Road,72
9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250.0,4.0,100.0,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi",Nsp,53
9755,Pitam Pura,Delhi,Shake Square,250.0,3.9,50.0,"Ice Cream,Beverages,Fast Food,Italian,Desserts",Jd Block Ashiana Chowk,50
9757,Pitam Pura,Delhi,Shut Up & Eat,250.0,4.1,100.0,Indian,Nsp,27
9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500.0,4.4,100.0,Bengali,Near Rupbani Cinema,43
9782,Bidhannagar,Kolkata,Legacy Of China,400.0,4.1,100.0,"North Indian,Chinese,Fast Food",Near Sdf Bus Stop,80
9786,East Kolkata Township,Kolkata,Royal Jade,450.0,4.5,500.0,Chinese,Near Siemens,76
9862,Santacruz East,Mumbai,Pizza Hut,300.0,3.8,500.0,"Pizzas,Fast Food",Bkc,33
9883,Vadapalani,Chennai,Hotel Pandia'S,400.0,4.2,1000.0,"Chettinad,North Indian,Chinese,South Indian,Biryani",Vadapalani,77
9979,South Kolkata,Kolkata,Chopstick - Ballygunge,400.0,3.7,100.0,Chinese,South Kolkata,64
9984,Lake Town,Kolkata,Chennai Xpress,300.0,4.1,500.0,"South Indian,North Indian,Chinese,Beverages",Near Hdfc Bank,74
10062,Somajiguda,Hyderabad,Kritunga Restaurant,500.0,,1000.0,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese",Somajiguda,52
10085,Murad Nagar,Hyderabad,Bakers Street,250.0,4.2,500.0,Bakery  Continental,Gudimalkatur Road,49
10094,Pulikeshi Nagar,Bangalore,Delicacy,400.0,4.2,500.0,"Chinese,Thai",Cox Town,56
10113,Anna Nagar,Chennai,Coco Jaunt 1728,500.0,4.3,50.0,"Bakery,Cafe",4Th Main Road,68
10178,Kilpauk,Chennai,Parfait Cakes N Bakes,300.0,3.5,20.0,"Bakery,Desserts",Manikeshwari Road,49
10186,Kilpauk,Chennai,Wangs Kitchen,350.0,4.1,100.0,"Chinese,Fast Food,Asian",Kellys,46
